Array Element,Annotation
246278_at,similar to Os03g0240900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049512.1); similar to Os12g0586400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067157.1); similar to hypothetical protein OsI_037654 [Oryza sativa (indica cultivar-group)] (GB:EAY83695.1); contains InterPro domain Tubulin/FtsZ_ GTPase; (InterPro:IPR003008)
251848_at,ATBZIP25/BZO2H4 (ARABIDOPSIS THALIANA BASIC LEUCINE ZIPPER 25); protein heterodimerization/ transcription factor
263655_at,zinc finger CONSTANS-related
247231_at,AtMYB53 (myb domain protein 53); DNA binding / transcription factor
257013_at,F-box family protein
245608_at,protein kinase family protein
255667_at,PLDBETA2 (phospholipase D beta 2)
259190_at,TPLATE; binding
257776_at,lyase/ magnesium ion binding
262920_at,AtkdsA1 (Arabidopsis thaliana KDO-8-phosphate synthase A1); 3-deoxy-8-phosphooctulonate synthase
262578_at,transposable element gene
258454_at,RPS10 (RIBOSOMAL PROTEIN S10); structural constituent of ribosome
264666_at,pentatricopeptide (PPR) repeat-containing protein
262805_at,ESC (ESCAROLA)
261913_at,flavin-containing monooxygenase family protein / FMO family protein
253047_at,unknown protein
252788_at,transposable element gene
256215_at,similar to hypothetical protein [Vitis vinifera] (GB:CAN65357.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO38995.1); contains InterPro domain Ankyrin (InterPro:IPR002110)
250876_at,unknown protein
247001_at,ATNRAMP4 (Arabidopsis natural resistance-associated macrophage (NRAMP) protein 4); manganese ion transmembrane transporter/ metal ion transmembrane transporter
264196_at,protease-associated zinc finger (C3HC4-type RING finger) family protein
256209_at,ETFALPHA (ELECTRON TRANSFER FLAVOPROTEIN ALPHA); FAD binding / electron carrier
246445_at,glucose-6-phosphate/phosphate translocator_ putative
257030_at,no_match
262488_at,similar to unnamed protein product [Vitis vinifera] (GB:CAO61865.1)
249464_at,EMB2745 (EMBRYO DEFECTIVE 2745)
255249_at,inositol monophosphatase family protein
247930_at,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G26060.1); similar to unknown [Picea sitchensis] (GB:ABK23978.1); contains InterPro domain Channel forming colicin_ C-terminal cytotoxic; (InterPro:IPR000293)
265503_at,transposable element gene
248874_at,pentatricopeptide (PPR) repeat-containing protein
252848_at,transposable element gene
246075_at,MGD2 (monogalactosyldiacylglycerol synthase 2); 1_2-diacylglycerol 3-beta-galactosyltransferase/ transferase_ transferring glycosyl groups
252017_at,CYP76G1 (cytochrome P450_ family 76_ subfamily G_ polypeptide 1); oxygen binding
255372_at,transposable element gene
259337_at,CAT4 (CATIONIC AMINO ACID TRANSPORTER 4); cationic amino acid transmembrane transporter
259443_at,chitinase_ putative
264693_at,CLE26 (CLAVATA3/ESR-RELATED 26); receptor binding
267447_at,ArRABA1h (Arabidopsis Rab GTPase homolog A1h); GTP binding
257439_at,mechanosensitive ion channel domain-containing protein / MS ion channel domain-containing protein
266263_at,sulfotransferase family protein
253700_at,MTO2 (METHIONINE OVER-ACCUMULATOR); threonine synthase
255239_at,transposable element gene
247864_s_at,[AT1G25155_ anthranilate synthase beta subunit_ putative];[AT5G57890_ anthranilate synthase beta subunit_ putative];[AT1G25083_ anthranilate synthase beta subunit_ putative];[AT1G24909_ anthranilate synthase beta subunit_ putative];[AT1G25220_ ASB1 (ANTHRANILATE SYNTHASE BETA SUBUNIT 1); anthranilate synthase];[AT1G24807_ anthranilate synthase beta subunit_ putative]
261048_at,UDP-glucoronosyl/UDP-glucosyl transferase family protein
259913_at,developmentally regulated GTP-binding protein_ putative
260947_at,pfkB-type carbohydrate kinase family protein
256802_at,CYP705A32 (cytochrome P450_ family 705_ subfamily A_ polypeptide 32); oxygen binding
267060_at,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G05070.1); similar to unknown [Populus trichocarpa] (GB:ABK95314.1); contains InterPro domain Protein of unknown function DUF1068 (InterPro:IPR010471)
261264_at,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G26720.1)
245131_s_at,[AT2G45330_ EMB1067 (EMBRYO DEFECTIVE 1067); tRNA 2'-phosphotransferase];[AT5G23600_ tRNA 2'phosphotransferase_ putative]
249837_at,similar to SWIB complex BAF60b domain-containing protein / plus-3 domain-containing protein / GYF domain-containing protein [Arabidopsis thaliana] (TAIR:AT5G08430.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN80413.1); contains InterPro domain GYF (InterPro:IPR003169)
265279_at,protein binding / zinc ion binding
255810_at,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G33490.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO44530.1)
257491_at,basic helix-loop-helix (bHLH) family protein
261243_at,Identical to UPF0496 protein At1g20180 [Arabidopsis Thaliana] (GB:Q6DYE5;GB:Q5BQ01;GB:Q9LNU2); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G49070.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO60936.1); contains InterPro domain Protein of unknown function DUF677 (InterPro:IPR007749)
264668_at,2_3-biphosphoglycerate-independent phosphoglycerate mutase_ putative / phosphoglyceromutase_ putative
252163_at,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G66816.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO71825.1)
249367_at,ubiquitin family protein
245369_at,no_match
257018_at,radical SAM domain-containing protein
250429_at,kinesin motor protein-related
254665_at,glycosyl hydrolase family 17 protein
258094_at,CYP72A15 (cytochrome P450_ family 72_ subfamily A_ polypeptide 15); oxygen binding
262941_at,EMB2217 (EMBRYO DEFECTIVE 2217)
260364_at,alliinase C-terminal domain-containing protein
257788_at,AT-TCP20 (ARABIDOPSIS THALIANA TEOSINTE BRANCHED 1_ CYCLOIDEA_ PCF (TCP)-DOMAIN FAMILY PROTEIN 20); transcription factor
265325_at,RER1 protein_ putative
252596_at,lectin protein kinase family protein
249860_at,serine carboxypeptidase S28 family protein
261358_s_at,[AT2G06541_ pseudogene of hAT dimerisation domain-containing protein];[AT3G29450_ similar to hAT dimerisation domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G19260.1); similar to putative transposase [Oryza sativa (japonica cultivar-group)] (GB:AAL86479.1); contains domain GENERAL TRANSCRIPTION FACTOR 2-RELATED ZINC FINGER PROTEIN (PTHR11697); contains domain ZINC FINGER PROTEIN 237 (PTHR11697:SF9)];[AT1G41920_ similar to hAT dimerisation domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G19260.1); similar to H1005F08.16 [Oryza sativa (indica cultivar-group)] (GB:CAH65987.1); contains domain PTHR11697:SF9 (PTHR11697:SF9); contains domain PTHR11697 (PTHR11697)]
248063_at,RNA recognition motif (RRM)-containing protein
248808_at,SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein
259368_at,pepsin A
253504_at,unknown protein
255224_at,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G21140.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO39711.1)
259003_at,pentatricopeptide (PPR) repeat-containing protein
254944_at,similar to hypothetical protein [Vitis vinifera] (GB:CAN74396.1)
251200_at,ATGID1B/GID1B (GA INSENSITIVE DWARF1B); hydrolase
253780_at,protein phosphatase 2C_ putative / PP2C_ putative
259334_at,ankyrin repeat family protein / regulator of chromosome condensation (RCC1) family protein
264663_at,leucine-rich repeat transmembrane protein kinase_ putative
266570_at,ribosomal protein L35 family protein
247838_at,UBP23 (UBIQUITIN-SPECIFIC PROTEASE 23); ubiquitin-specific protease
245471_at,structural constituent of ribosome
245303_at,similar to Os04g0431800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052826.1); similar to hypothetical protein OsI_007158 [Oryza sativa (indica cultivar-group)] (GB:EAY85925.1)
262535_at,ATTPS3 (Arabidopsis thaliana trehalose-phosphatase/ Synthase 3); alpha_alpha-trehalose-phosphate synthase (UDP-forming)
254357_at,ISU1 (Iron-sulfur cluster assembly complex protein)
249293_at,protein kinase family protein
247444_at,HIPL2 (HIPL2 PROTEIN PRECURSOR); catalytic
257176_s_at,[AT3G23530_ cyclopropane fatty acid synthase_ putative / CPA-FA synthase_ putative];[AT3G23510_ cyclopropane fatty acid synthase_ putative / CPA-FA synthase_ putative]
259164_at,ATBET10 (ARABIDOPSIS THALIANA BROMODOMAIN AND EXTRATERMINAL DOMAIN PROTEIN 10); DNA binding
267387_at,emsy N terminus domain-containing protein / ENT domain-containing protein
267211_at,ribosomal protein L2 family protein
249406_at,nodulin MtN21 family protein
267188_at,COS1 (COI1 SUPPRESSOR1); 6_7-dimethyl-8-ribityllumazine synthase
264298_at,phospholipid/glycerol acyltransferase family protein
260305_at,ATARFA1D; GTP binding / phospholipase activator/ protein binding
263682_at,transposable element gene
246393_at,unknown protein
247417_at,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G48460.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO64290.1)
266523_at,protein transporter
263217_at,FAD-binding domain-containing protein
266128_at,no_match
247641_at,ATPDX2/EMB2407/PDX2 (PYRIDOXINE BIOSYNTHESIS 2); glutaminase/ glutaminyl-tRNA synthase (glutamine-hydrolyzing)/ protein heterodimerization
265791_at,MEE65 (maternal effect embryo arrest 65); RNA polymerase II transcription factor/ cation:chloride symporter
248375_at,KEA5 (K+ efflux antiporter 5); potassium:hydrogen antiporter
257349_at,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G06750.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN76299.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO22658.1); contains domain SSF52540 (SSF52540); contains domain G3DSA:3.40.50.300 (G3DSA:3.40.50.300)
251749_at,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G39870.1)
252810_at,transposable element gene
266914_at,BAM7/BMY4 (BETA-AMYLASE 7); beta-amylase
260424_at,leucine-rich repeat transmembrane protein kinase_ putative
267519_at,HSI2 (HIGH-LEVEL EXPRESSION OF SUGAR-INDUCIBLE GENE 2); transcription factor/ transcription repressor
244944_s_at,[ATMG00080_ encodes a mitochondrial ribosomal protein L16_ which is a constituent of the large ribosomal subunit];[ATMG00090_ ribosomal protein S3]
254586_at,disease resistance protein (TIR-NBS-LRR class)_ putative
254687_at,CYP83A1 (CYTOCHROME P450 83A1); oxygen binding
256099_at,CYP78A5 (cytochrome P450_ family 78_ subfamily A_ polypeptide 5); oxygen binding
264709_at,ATCDC5 (ARABIDOPSIS THALIANA HOMOLOG OF CDC5); DNA binding / transcription factor
262852_at,ARID/BRIGHT DNA-binding domain-containing protein
256198_at,myb family transcription factor
260202_at,transposable element gene
248349_at,MSBP1 (MEMBRANE STEROID BINDING PROTEIN 1)
260388_at,peptidyl-prolyl cis-trans isomerase cyclophilin-type family protein
252597_at,no_match
257009_at,oxidoreductase_ 2OG-Fe(II) oxygenase family protein
252886_at,CESA2 (CELLULOSE SYNTHASE 2); cellulose synthase/ transferase_ transferring glycosyl groups
262255_at,F-box family protein
257411_s_at,[AT1G61330_ F-box family protein];[AT1G61320_ similar to F-box family protein [Arabidopsis thaliana] (TAIR:AT1G61330.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN78502.1); contains InterPro domain FBD (InterPro:IPR013596); contains InterPro domain FBD-like (InterPro:IPR006566)]
259598_at,pyridoxal-dependent decarboxylase family protein
259640_at,BGL1 (BETA-GLUCOSIDASE HOMOLOG 1); hydrolase_ hydrolyzing O-glycosyl compounds
267455_at,pentatricopeptide (PPR) repeat-containing protein
259842_at,[AT1G73602_ CPuORF32 (Conserved peptide upstream open reading frame 32)];[AT1G73600_ phosphoethanolamine N-methyltransferase]
266866_at,ATPDR3/PDR3 (PLEIOTROPIC DRUG RESISTANCE 3); ATPase_ coupled to transmembrane movement of substances
247088_at,unknown protein
255618_at,CHP-rich zinc finger protein-related
251609_at,unknown protein
249265_at,UBC8 (UBIQUITIN CONJUGATING ENZYME 8); ubiquitin-protein ligase
263132_at,bile acid:sodium symporter family protein
248038_at,serine-rich protein-related
258650_at,protein kinase_ putative
253540_at,DNA binding / transcription factor
AFFX-TrpnX-5_at,no_match
260190_at,lipoxygenase family protein
263594_at,ATPAP7/PAP7 (purple acid phosphatase 7); acid phosphatase/ protein serine/ Threonine phosphatase
257780_at,similar to unknown [Picea sitchensis] (GB:ABK23311.1)
245035_at,ARD/ATARD3 (ACIREDUCTONE DIOXYGENASE); acireductone dioxygenase [iron(II)-requiring]/ heteroglycan binding / metal ion binding
248987_at,flavin-containing monooxygenase family protein / FMO family protein
266640_at,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G31940.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN79460.1)
244953_s_at,[ATMG00270_ NADH dehydrogenase subunit 6];[AT2G07731_ pseudogene_ similar to NADH-ubiquinone oxidoreductase chain 6 (EC 1.6.5.3). (Field mustard)_ blastp match of 96% identity and 3.7e-99 P-value to SP|Q01825|NU6M_ARATH NADH-ubiquinone oxidoreductase chain 6 (EC 1.6.5.3). (Field mustard) {Brassica campestris}]
255579_at,basic helix-loop-helix (bHLH) family protein
248111_at,membrane bound O-acyl transferase (MBOAT) family protein / wax synthase-related
247625_at,Dof-type zinc finger domain-containing protein
260592_at,ATCSLE1 (Cellulose synthase-like E1); cellulose synthase/ transferase_ transferring glycosyl groups
245848_at,FY
254018_at,mitochondrial substrate carrier family protein
255708_at,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G41765.1); contains InterPro domain Protein of unknown function DUF573 (InterPro:IPR007592)
252000_at,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G36220.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO15901.1)
260535_at,unknown protein
265262_at,aspartyl protease family protein
261907_at,4CL3 (4-coumarate:CoA ligase 3); 4-coumarate-CoA ligase
248455_at,DNA binding / protein binding / transcription regulator
250398_at,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G25200.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN69699.1); contains InterPro domain Protein of unknown function DUF868_ plant (InterPro:IPR008586)
249465_at,AIG2L (AVIRULENCE INDUCED GENE 2 LIKE PROTEIN)
266529_at,pentatricopeptide (PPR) repeat-containing protein
267210_at,ATCOQ3 (EMBRYO DEFECTIVE 3002)
262820_at,CYP51G1 (CYTOCHROME P450 51); oxygen binding
266284_at,APUM2 (ARABIDOPSIS PUMILIO 2); RNA binding
265688_at,calmodulin-binding protein
248015_at,F-box family protein
261635_at,similar to unnamed protein product [Vitis vinifera] (GB:CAO49863.1)
256351_at,ANP2 (Arabidopsis NPK1-related protein kinase 2); kinase
250950_at,no_match
266113_x_at,no_match
248257_at,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G52080.1)
253606_at,defense-related protein_ putative
261640_at,xanthine/uracil permease family protein
245283_at,AT-HSFA5 (Arabidopsis thaliana heat shock transcription factor A5); DNA binding / transcription factor
257499_at,PRLI-interacting factor-related
247562_at,zinc ion binding
264923_s_at,[AT1G65970_ TPX2 (THIOREDOXIN-DEPENDENT PEROXIDASE 2); antioxidant];[AT1G60740_ peroxiredoxin type 2_ putative]
263092_at,transcriptional factor B3 family protein
251978_at,CYP71B30P (cytochrome P450_ family 71_ subfamily B_ polypeptide 30 pseudogene); oxygen binding
254363_at,SKS4 (SKU5 Similar 4); copper ion binding / oxidoreductase
261704_at,F-box family protein-related
257786_at,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G10060.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO49056.1); contains InterPro domain ENTH/VHS (InterPro:IPR008942); contains InterPro domain Protein of unknown function DUF618 (InterPro:IPR006903); contains InterPro domain Regulation of nuclear pre-mRNA protein (InterPro:IPR006569)
254072_at,Clp amino terminal domain-containing protein
260763_at,zinc finger (C3HC4-type RING finger) family protein
249666_at,PHYC (PHYTOCHROME DEFECTIVE C)
254621_at,WAVE5 (WASP (WISKOTT-ALDRICH SYNDROME PROTEIN)-FAMILY VERPROLIN HOMOLOGOUS PROTEIN 5)
263275_at,ALDH6B2 (Aldehyde dehydrogenase 6B2); 3-chloroallyl aldehyde dehydrogenase
248410_at,band 7 family protein
256823_at,hAT dimerisation domain-containing protein
267222_at,polygalacturonase_ putative / pectinase_ putative
254204_at,hydrolase_ alpha/beta fold family protein
250880_at,short-chain dehydrogenase/reductase (SDR) family protein
261447_at,translation initiation factor
257089_at,glycerophosphoryl diester phosphodiesterase family protein
255049_at,GASA2 (GAST1 PROTEIN HOMOLOG 2)
255577_at,harpin-induced family protein / HIN1 family protein / harpin-responsive family protein
